home,away,rec,op_rec,home_rec,op_away_rec,off,def,op_off,op_def,hop,aop,hdp,adp,div,result
NYG,ATL,4,4,4,4,6,7,6,8,5,5,6,7,False,True
NO,TB,5,1,4,3,8,8,1,7,6,1,7,7,True,True
DAL,HOU,8,6,5,5,7,6,4,5,8,5,4,3,False,True
DET,BUF,8,6,8,5,4,3,3,3,3,4,2,2,False,False
IND,BAL,8,7,7,5,8,5,6,5,8,6,5,2,False,True
JAC,PIT,1,8,4,6,1,7,8,6,1,7,7,5,False,False
DEN,ARI,8,8,8,5,8,3,3,7,8,3,5,2,False,True
SF,KC,5,6,5,4,3,4,3,4,2,4,4,2,False,True
SD,NYJ,6,2,6,3,4,5,3,4,4,2,4,6,False,True
NE,CIN,8,7,8,6,6,5,5,6,8,4,3,4,False,True
WAS,SEA,2,8,4,6,5,6,6,1,2,5,8,1,False,False
HOU,IND,6,8,6,6,4,5,8,5,5,8,3,5,True,False
CLE,PIT,5,8,5,6,3,6,8,6,2,7,4,5,True,True
BUF,NE,6,8,6,6,3,3,6,5,4,8,2,3,True,False
CIN,CAR,7,5,6,4,5,6,4,5,4,4,4,5,False,True
TEN,JAC,1,1,2,1,2,7,1,7,1,1,8,7,False,True
MIA,GB,5,8,5,5,5,5,7,5,5,8,5,4,False,False
MIN,DET,5,8,6,5,3,5,4,3,3,3,4,2,True,False
NYJ,DEN,2,8,3,5,3,4,8,3,2,8,6,5,False,False
TB,BAL,1,7,1,5,1,7,6,5,1,6,7,2,False,False
OAK,SD,1,6,4,5,1,6,4,5,1,4,8,4,False,False
ATL,CHI,4,3,4,4,6,8,3,7,5,3,7,8,False,False
SEA,DAL,8,8,8,8,6,1,7,6,5,8,1,4,False,False
ARI,WAS,8,2,8,2,3,7,5,6,3,2,2,8,False,True
PHI,NYG,7,4,7,4,7,7,6,7,8,5,6,6,True,True
STL,SF,4,5,4,5,3,6,3,4,3,2,5,4,False,False
NE,NYJ,8,2,8,3,6,5,3,4,8,2,3,6,True,True
BAL,ATL,7,4,7,4,6,5,6,8,6,5,2,7,False,True
WAS,TEN,2,1,4,2,5,6,2,7,2,1,8,8,False,True
STL,SEA,4,8,4,6,3,6,6,1,3,5,5,1,False,True
JAC,CLE,1,5,4,4,1,7,3,6,1,2,7,4,False,True
IND,CIN,8,7,7,6,8,5,5,6,8,4,5,4,False,True
BUF,MIN,6,5,6,3,3,3,3,5,4,3,2,4,False,True
CHI,MIA,3,5,3,5,3,7,5,5,3,5,8,5,False,False
DET,NO,8,5,8,5,4,3,8,8,3,6,2,7,False,True
GB,CAR,8,5,8,4,7,5,4,5,8,4,4,5,False,True
SD,KC,6,6,6,4,4,5,3,4,4,4,4,2,False,False
OAK,ARI,1,8,4,5,1,6,3,7,1,3,8,2,False,False
DAL,NYG,8,4,5,4,7,6,6,7,8,5,4,6,True,True
DEN,SF,8,5,8,5,8,3,3,4,8,2,5,4,False,True
PIT,HOU,8,6,7,5,8,6,4,5,7,5,5,3,False,True
DEN,SD,8,6,8,5,8,3,4,5,8,4,5,4,False,True
ATL,DET,4,8,4,5,6,8,4,3,5,3,7,2,False,False
TB,MIN,1,5,1,3,1,7,3,5,1,3,7,4,False,False
NYJ,BUF,2,6,3,5,3,4,3,3,2,4,6,2,True,False
NE,CHI,8,3,8,4,6,5,3,7,8,3,3,8,False,True
CAR,SEA,5,8,5,6,4,5,6,1,4,5,5,1,False,False
JAC,MIA,1,5,4,5,1,7,5,5,1,5,7,5,False,False
CIN,BAL,7,7,6,5,5,6,6,5,4,6,4,2,True,True
TEN,HOU,1,6,2,5,2,7,4,5,1,5,8,3,True,False
KC,STL,6,4,7,4,3,4,3,6,4,3,2,5,False,True
ARI,PHI,8,7,8,5,3,7,7,7,3,8,2,6,False,True
PIT,IND,8,8,7,6,8,6,8,5,7,8,5,5,False,True
CLE,OAK,5,1,5,1,3,6,1,6,2,1,4,8,False,True
NO,GB,5,8,4,5,8,8,7,5,6,8,7,4,False,True
DAL,WAS,8,2,5,2,7,6,5,6,8,2,4,8,True,False
CAR,NO,5,5,5,5,4,5,8,8,4,6,5,7,True,False
CLE,TB,5,1,5,3,3,6,1,7,2,1,4,7,False,True
DAL,ARI,8,8,5,5,7,6,3,7,8,3,4,2,False,False
HOU,PHI,6,7,6,5,4,5,7,7,5,8,3,6,False,False
KC,NYJ,6,2,7,3,3,4,3,4,4,2,2,6,False,True
CIN,JAC,7,1,6,1,5,6,1,7,4,1,4,7,False,True
MIA,SD,5,6,5,5,5,5,4,5,5,4,5,4,False,True
MIN,WAS,5,2,6,2,3,5,5,6,3,2,4,8,False,True
SF,STL,5,4,5,4,3,4,3,6,2,3,4,5,False,False
NE,DEN,8,8,8,5,6,5,8,3,8,8,3,5,False,True
SEA,OAK,8,1,8,1,6,1,1,6,5,1,1,8,False,True
PIT,BAL,8,7,7,5,8,6,6,5,7,6,5,2,True,True
NYG,IND,4,8,4,6,6,7,8,5,5,8,6,5,False,False
CIN,CLE,7,5,6,4,5,6,3,6,4,2,4,4,True,False
BUF,KC,6,6,6,4,3,3,3,4,4,4,2,2,False,False
DET,MIA,8,5,8,5,4,3,5,5,3,5,2,5,False,True
JAC,DAL,1,8,4,8,1,7,7,6,1,8,7,4,False,False
NO,SF,5,5,4,5,8,8,3,4,6,2,7,4,False,False
BAL,TEN,7,1,7,2,6,5,2,7,6,1,2,8,False,True
NYJ,PIT,2,8,3,6,3,4,8,6,2,7,6,5,False,True
TB,ATL,1,4,1,4,1,7,6,8,1,5,7,7,True,False
OAK,DEN,1,8,4,5,1,6,8,3,1,8,8,5,True,False
ARI,STL,8,4,8,4,3,7,3,6,3,3,2,5,False,True
SEA,NYG,8,4,8,4,6,1,6,7,5,5,1,6,False,True
GB,CHI,8,3,8,4,7,5,3,7,8,3,4,8,True,True
PHI,CAR,7,5,7,4,7,7,4,5,8,4,6,5,False,True
MIA,BUF,5,6,5,5,5,5,3,3,5,4,5,2,True,True
CHI,MIN,3,5,3,3,3,7,3,5,3,3,8,4,True,True
CLE,HOU,5,6,5,5,3,6,4,5,2,5,4,3,False,False
CAR,ATL,5,4,5,4,4,5,6,8,4,5,5,7,True,False
NO,CIN,5,7,4,6,8,8,5,6,6,4,7,4,False,False
WAS,TB,2,1,4,3,5,6,1,7,2,1,8,7,False,False
STL,DEN,4,8,4,5,3,6,8,3,3,8,5,5,False,True
NYG,SF,4,5,4,5,6,7,3,4,5,2,6,4,False,False
KC,SEA,6,8,7,6,3,4,6,1,4,5,2,1,False,True
SD,OAK,6,1,6,1,4,5,1,6,4,1,4,8,False,True
ARI,DET,8,8,8,5,3,7,4,3,3,3,2,2,False,True
GB,PHI,8,7,8,5,7,5,7,7,8,8,4,6,False,True
IND,NE,8,8,7,6,8,5,6,5,8,8,5,3,False,False
TEN,PIT,1,8,2,6,2,7,8,6,1,7,8,5,False,False
OAK,KC,1,6,4,4,1,6,3,4,1,4,8,2,True,True
ATL,CLE,4,5,4,4,6,8,3,6,5,2,7,4,False,False
PHI,TEN,7,1,7,2,7,7,2,7,8,1,6,8,False,True
NE,DET,8,8,8,5,6,5,4,3,8,3,3,2,False,True
MIN,GB,5,8,6,5,3,5,7,5,3,8,4,4,True,False
IND,JAC,8,1,7,1,8,5,1,7,8,1,5,7,False,True
HOU,CIN,6,7,6,6,4,5,5,6,5,4,3,4,False,False
CHI,TB,3,1,3,3,3,7,1,7,3,1,8,7,False,True
SEA,ARI,8,8,8,5,6,1,3,7,5,3,1,2,True,True
SD,STL,6,4,6,4,4,5,3,6,4,3,4,5,False,True
SF,WAS,5,2,5,2,3,4,5,6,2,2,4,8,False,True
DEN,MIA,8,5,8,5,8,3,5,5,8,5,5,5,False,True
NYG,DAL,4,8,4,8,6,7,7,6,5,8,6,4,True,False
BUF,NYJ,6,2,6,3,3,3,3,4,4,2,2,6,True,True
NO,BAL,5,7,4,5,8,8,6,5,6,6,7,2,False,False
DET,CHI,8,3,8,4,4,3,3,7,3,3,2,8,True,True
DAL,PHI,8,7,5,5,7,6,7,7,8,8,4,6,True,False
SF,SEA,5,8,5,6,3,4,6,1,2,5,4,1,True,False
IND,WAS,8,2,7,2,8,5,5,6,8,2,5,8,False,True
HOU,TEN,6,1,6,2,4,5,2,7,5,1,3,8,True,True
BUF,CLE,6,5,6,4,3,3,3,6,4,2,2,4,False,True
BAL,SD,7,6,7,5,6,5,4,5,6,4,2,4,False,False
JAC,NYG,1,4,4,4,1,7,6,7,1,5,7,6,False,True
TB,CIN,1,7,1,6,1,7,5,6,1,4,7,4,False,False
STL,OAK,4,1,4,1,3,6,1,6,3,1,5,8,False,True
PIT,NO,8,5,7,5,8,6,8,8,7,6,5,7,False,False
MIN,CAR,5,5,6,4,3,5,4,5,3,4,4,5,False,True
ATL,ARI,4,8,4,5,6,8,3,7,5,3,7,2,False,True
GB,NE,8,8,8,6,7,5,6,5,8,8,4,3,False,True
KC,DEN,6,8,7,5,3,4,8,3,4,8,2,5,True,False
NYJ,MIA,2,5,3,5,3,4,5,5,2,5,6,5,True,False
CHI,DAL,3,8,3,8,3,7,7,6,3,8,8,4,False,False
CIN,PIT,7,8,6,6,5,6,8,6,4,7,4,5,True,False
WAS,STL,2,4,4,4,5,6,3,6,2,3,8,5,False,False
TEN,NYG,1,4,2,4,2,7,6,7,1,5,8,6,False,False
NO,CAR,5,5,4,4,8,8,4,5,6,4,7,5,True,False
MIN,NYJ,5,2,6,3,3,5,3,4,3,2,4,6,False,True
MIA,BAL,5,7,5,5,5,5,6,5,5,6,5,2,False,False
CLE,IND,5,8,5,6,3,6,8,5,2,8,4,5,False,False
DET,TB,8,1,8,3,4,3,1,7,3,1,2,7,False,True
JAC,HOU,1,6,4,5,1,7,4,5,1,5,7,3,False,False
DEN,BUF,8,6,8,5,8,3,3,3,8,4,5,2,False,True
ARI,KC,8,6,8,4,3,7,3,4,3,4,2,2,False,True
PHI,SEA,7,8,7,6,7,7,6,1,8,5,6,1,False,False
OAK,SF,1,5,4,5,1,6,3,4,1,2,8,4,False,True
SD,NE,6,8,6,6,4,5,6,5,4,8,4,3,False,False
GB,ATL,8,4,8,4,7,5,6,8,8,5,4,7,False,True
STL,ARI,4,8,4,5,3,6,3,7,3,3,5,2,False,False
ATL,PIT,4,8,4,6,6,8,8,6,5,7,7,5,False,False
NYG,WAS,4,2,4,2,6,7,5,6,5,2,6,8,True,True
NE,MIA,8,5,8,5,6,5,5,5,8,5,3,5,True,True
KC,OAK,6,1,7,1,3,4,1,6,4,1,2,8,True,True
IND,HOU,8,6,7,5,8,5,4,5,8,5,5,3,True,True
CLE,CIN,5,7,5,6,3,6,5,6,2,4,4,4,True,False
BAL,JAC,7,1,7,1,6,5,1,7,6,1,2,7,False,True
BUF,GB,6,8,6,5,3,3,7,5,4,8,2,4,False,True
CAR,TB,5,1,5,3,4,5,1,7,4,1,5,7,True,True
TEN,NYJ,1,2,2,3,2,7,3,4,1,2,8,6,False,False
SD,DEN,6,8,6,5,4,5,8,3,4,8,4,5,False,False
DET,MIN,8,5,8,3,4,3,3,5,3,3,2,4,True,True
SEA,SF,8,5,8,5,6,1,3,4,5,2,1,4,True,True
PHI,DAL,7,8,7,8,7,7,7,6,8,8,6,4,True,False
CHI,NO,3,5,3,5,3,7,8,8,3,6,8,7,False,False
JAC,TEN,1,1,4,2,1,7,2,7,1,1,7,8,False,True
WAS,PHI,2,7,4,5,5,6,7,7,2,8,8,6,True,True
SF,SD,5,6,5,5,3,4,4,5,2,4,4,4,False,False
MIA,MIN,5,5,5,3,5,5,3,5,5,3,5,4,False,True
HOU,BAL,6,7,6,5,4,5,6,5,5,6,3,2,False,True
CHI,DET,3,8,3,5,3,7,4,3,3,3,8,2,True,False
CAR,CLE,5,5,5,4,4,5,3,6,4,2,5,4,False,True
NO,ATL,5,4,4,4,8,8,6,8,6,5,7,7,True,False
TB,GB,1,8,1,5,1,7,7,5,1,8,7,4,False,False
PIT,KC,8,6,7,4,8,6,3,4,7,4,5,2,False,True
NYJ,NE,2,8,3,6,3,4,6,5,2,8,6,3,True,False
STL,NYG,4,4,4,4,3,6,6,7,3,5,5,6,False,False
OAK,BUF,1,6,4,5,1,6,3,3,1,4,8,2,False,True
DAL,IND,8,8,5,6,7,6,8,5,8,8,4,5,False,True
ARI,SEA,8,8,8,6,3,7,6,1,3,5,2,1,True,False
CIN,DEN,7,8,6,5,5,6,8,3,4,8,4,5,False,True
BAL,CLE,7,5,7,4,6,5,3,6,6,2,2,4,True,True
WAS,DAL,2,8,4,8,5,6,7,6,2,8,8,4,True,False
TEN,IND,1,8,2,6,2,7,8,5,1,8,8,5,True,False
TB,NO,1,5,1,5,1,7,8,8,1,6,7,7,True,False
NYG,PHI,4,7,4,5,6,7,7,7,5,8,6,6,True,False
NE,BUF,8,6,8,5,6,5,3,3,8,4,3,2,True,False
HOU,JAC,6,1,6,1,4,5,1,7,5,1,3,7,False,True
KC,SD,6,6,7,5,3,4,4,5,4,4,2,4,False,True
MIA,NYJ,5,2,5,3,5,5,3,4,5,2,5,6,True,False
MIN,CHI,5,3,6,4,3,5,3,7,3,3,4,8,True,True
DEN,OAK,8,1,8,1,8,3,1,6,8,1,5,8,True,True
SF,ARI,5,8,5,5,3,4,3,7,2,3,4,2,True,True
GB,DET,8,8,8,5,7,5,4,3,8,3,4,2,True,True
SEA,STL,8,4,8,4,6,1,3,6,5,3,1,5,False,True
ATL,CAR,4,5,4,4,6,8,4,5,5,4,7,5,True,False
PIT,CIN,8,7,7,6,8,6,5,6,7,4,5,4,True,True
