,game_id,team,net_pass_yds,net_rush_yds,time_of_possession,net_pen_yds,fumble,interception,turnovers,num_passing_attempts,completions,completion_ratio,ypg,qbr,num_rushing_attempts,is_winner
149,2009101112,TEN,155,91,1552.0,45.0,1.0,1.0,2.0,36.0,19.0,0.5277777777777778,246,52.43055555555556,20,False
150,2009101200,MIA,262,151,2010.0,0.0,0.0,0.0,0.0,28.0,21.0,0.75,413,127.38095238095238,36,True
151,2009101200,NYJ,171,138,1531.0,15.0,0.0,0.0,0.0,23.0,12.0,0.5217391304347826,309,91.03260869565219,30,False
152,2009101800,CIN,250,46,1424.0,10.0,2.0,1.0,3.0,36.0,23.0,0.6388888888888888,296,81.94444444444443,17,False
153,2009101800,HOU,385,89,2079.0,10.0,2.0,1.0,3.0,42.0,28.0,0.6666666666666666,474,117.65873015873017,29,True
154,2009101801,GB,328,108,1969.0,45.0,3.0,1.0,4.0,41.0,29.0,0.7073170731707317,436,100.45731707317074,28,True
155,2009101801,DET,71,78,1130.0,15.0,0.0,3.0,3.0,30.0,11.0,0.36666666666666664,149,0.8333333333333323,18,False
156,2009101802,STL,207,55,1476.0,0.0,0.0,1.0,1.0,34.0,22.0,0.6470588235294118,262,78.921568627451,18,False
157,2009101802,JAC,326,167,2078.0,0.0,1.0,2.0,3.0,46.0,30.0,0.6521739130434783,493,67.84420289855072,37,True
158,2009101803,MIN,259,167,2104.0,0.0,0.0,0.0,0.0,32.0,21.0,0.65625,426,121.74479166666667,31,False
159,2009101803,BAL,367,81,1276.0,0.0,1.0,0.0,1.0,45.0,28.0,0.6222222222222222,448,102.73148148148148,18,True
160,2009101804,NO,360,133,2192.0,15.0,1.0,0.0,1.0,31.0,23.0,0.7419354838709677,493,155.30913978494624,39,True
161,2009101804,NYG,241,85,1340.0,0.0,1.0,1.0,2.0,37.0,18.0,0.4864864864864865,326,76.52027027027027,18,False
162,2009101805,PIT,403,143,1991.0,0.0,3.0,1.0,4.0,38.0,23.0,0.6052631578947368,546,103.2894736842105,33,True
163,2009101805,CLE,106,92,1358.0,15.0,2.0,2.0,4.0,28.0,9.0,0.32142857142857145,198,26.785714285714285,22,False
164,2009101806,CAR,55,267,1957.0,0.0,1.0,2.0,3.0,18.0,9.0,0.5,322,28.703703703703702,48,True
165,2009101806,TB,121,125,1604.0,5.0,5.0,1.0,6.0,21.0,11.0,0.5238095238095238,246,49.90079365079366,24,False
166,2009101807,KC,158,111,2234.0,5.0,1.0,0.0,1.0,37.0,17.0,0.4594594594594595,269,58.16441441441441,34,True
167,2009101807,WAS,146,118,1223.0,25.0,3.0,1.0,4.0,32.0,16.0,0.5,264,49.73958333333333,20,False
168,2009101808,OAK,209,121,1846.0,0.0,0.0,2.0,2.0,30.0,17.0,0.5666666666666667,330,61.66666666666667,32,False
169,2009101808,PHI,216,67,1631.0,13.0,1.0,0.0,1.0,51.0,22.0,0.43137254901960786,283,55.6781045751634,14,True
170,2009101809,ARI,282,62,2546.0,0.0,1.0,1.0,2.0,45.0,34.0,0.7555555555555555,344,96.71296296296296,26,True
171,2009101809,SEA,114,14,984.0,15.0,1.0,1.0,2.0,34.0,11.0,0.3235294117647059,128,30.75980392156863,11,False
172,2009101810,TEN,-7,195,1213.0,40.0,6.0,2.0,8.0,14.0,2.0,0.14285714285714285,188,-47.61904761904761,34,False
